frame_index,frame_time_s,capture_latency_s,rectification_latency_s,segmentation_latency_s,occupancy_preprocessing_latency_s,pipeline_latency_s,capture_fps,display_fps,poisson_updates_per_s,poisson_version,field_age_s,last_solve_time_s,hjr_solve_time_s,poisson_residual,forcing_method,solver,grid_nx,grid_ny,occupied_fraction_instantaneous,occupied_fraction_filtered,occupied_fraction_inflated,changed_fraction,submitted_poisson_task,camera_moved,camera_translation_px,camera_rotation_deg,field_stale,discarded_queued_tasks,discarded_obsolete_solves,queue_size,queue_maximum_observed_size,contingency_status,hold_reason,time_s,occupancy_version,position_x_m,position_y_m,active_target,tau_active,tau_contingency,accepted_dt_s,backtracks,nominal_u_x,nominal_u_y,safe_u_x,safe_u_y,intervention_norm,success,safe_velocity_xy,nominal_velocity_xy,omega_active,omega_contingency,solver_status,solve_time_s,poisson_h_raw,poisson_h_effective,reachability_values,pivot,reachable_count,constraint_names,residuals
11,3172.11526112,0.0862631310001234,0.0005590010000560142,0.02848181300032593,0.0003786900001614413,0.28139121699996394,5.7426850529630435,5.631458470879982,5.392346308559518,9,0.38318764900031965,0.06607906299996102,0.2768892560002314,3.377469610654771e-07,constant,conjugate_gradient,64,48,0.072265625,0.07421875,0.19466145833333334,0.012369791666666666,True,False,,,False,0,0,0,1,optimal,,3172.232370973,9,1.1568066011131428,0.7518390268215351,1,-18.87375569399993,-10.0,0.12,0,0.44999703742174973,0.0016328844565408056,0.44999703742174973,0.0016328844565408056,0.0,True,"[0.44999703742174973, 0.0016328844565408056]","[0.44999703742174973, 0.0016328844565408056]",0.0,0.0,optimal,0.0009924940000018978,0.34142902230150796,0.32142902230150794,"{'1': 1.0551879090034824, '2': -0.14499142667340514, '3': 1.0800074963435717, '4': 3.5927603431071677}",1.0800074963435717,3,"['poisson_velocity_cbf', 'active_hj_LZ_1', 'contingency_LZ-1', 'contingency_LZ-2', 'contingency_LZ-3', 'contingency_LZ-4']","{'poisson_velocity_cbf': 0.7446877155039638, 'active_hj_LZ_1': 5.502113543211607, 'contingency_LZ-1': 1.0304011371600754, 'contingency_LZ-2': 0.37093065422167465, 'contingency_LZ-3': 0.7813330585278996, 'contingency_LZ-4': 2.425387074446809}"
12,3172.396973611,0.007579825999982859,0.0008368789999622095,0.039908161999846925,0.000546251999821834,0.18458254300003318,5.6358047118872125,5.610460914512993,5.285800719462898,10,0.2192063729999063,0.06725145700011126,0.05018076000033034,3.6753162646618875e-07,constant,conjugate_gradient,64,48,0.07096354166666667,0.07194010416666667,0.19205729166666666,0.009765625,True,False,,,False,0,0,0,1,optimal,,3172.451466229,10,1.2108062456037527,0.75203497295632,1,-18.753755693999928,-10.0,0.12,0,0.4499970374217497,0.001632884456540804,0.4499970374217497,0.001632884456540804,0.0,True,"[0.4499970374217497, 0.001632884456540804]","[0.4499970374217497, 0.001632884456540804]",0.0,0.0,optimal,0.0007826469995961816,0.35480474826977765,0.33480474826977763,"{'1': 1.1091875534940923, '2': -0.09091031400635874, '3': 1.1024869686082441, '4': 3.646678519421342}",1.1091875534940923,3,"['poisson_velocity_cbf', 'active_hj_LZ_1', 'contingency_LZ-1', 'contingency_LZ-2', 'contingency_LZ-3', 'contingency_LZ-4']","{'poisson_velocity_cbf': 0.7640760144726109, 'active_hj_LZ_1': 5.495823097348682, 'contingency_LZ-1': 1.0598108512763764, 'contingency_LZ-2': 0.4006752661885501, 'contingency_LZ-3': 0.7936967682734697, 'contingency_LZ-4': 2.4550413767172055}"
13,3172.581658548,0.012028139999983978,0.0007053220001580485,0.002494373999979871,0.0004384999997455452,0.11020993499960241,5.613230237521354,5.963683471807762,5.402957512270158,11,0.14914152700021077,0.03520695700035503,0.049714668999968126,3.6144331083676207e-07,constant,conjugate_gradient,64,48,0.07194010416666667,0.0712890625,0.18912760416666666,0.012044270833333334,True,False,,,False,0,0,0,1,optimal,,3172.600478422,11,1.2648058900943626,0.752230919091105,1,-18.633755693999927,-10.0,0.12,0,0.4499970374217497,0.0016328844565408028,0.4499970374217497,0.0016328844565408028,0.0,True,"[0.4499970374217497, 0.0016328844565408028]","[0.4499970374217497, 0.0016328844565408028]",0.0,0.0,optimal,0.000827194000066811,0.3667790019906326,0.3467790019906326,"{'1': 1.1631871979847022, '2': -0.03682920133931411, '3': 1.1249664408729165, '4': 3.700596695735517}",1.1631871979847022,3,"['poisson_velocity_cbf', 'active_hj_LZ_1', 'contingency_LZ-1', 'contingency_LZ-2', 'contingency_LZ-3', 'contingency_LZ-4']","{'poisson_velocity_cbf': 0.7811726252177722, 'active_hj_LZ_1': 5.489821352434494, 'contingency_LZ-1': 1.089509266341414, 'contingency_LZ-2': 0.43041987815542443, 'contingency_LZ-3': 0.8060604780190395, 'contingency_LZ-4': 2.484695678987602}"
14,3172.692058564,0.010229964000245673,0.006979777999731596,0.0355496890001632,0.00045965199979036697,0.16418607100013105,5.961604900394319,5.690342685503167,5.5047712329419625,12,0.1476051660001758,0.06726137700024992,0.051287845999922865,3.1793983179539964e-07,constant,conjugate_gradient,64,48,0.0712890625,0.0712890625,0.19075520833333334,0.006184895833333333,True,False,,,False,0,0,0,1,optimal,,3172.747072813,12,1.3188055345849725,0.7524268652258899,1,-18.513755693999926,-10.0,0.12,0,0.4499970374217497,0.0016328844565408013,0.4499970374217497,0.0016328844565408013,0.0,True,"[0.4499970374217497, 0.0016328844565408013]","[0.4499970374217497, 0.0016328844565408013]",0.0,0.0,optimal,0.0007300890001715743,0.3807026591891941,0.3607026591891941,"{'1': 1.2171868424753125, '2': 0.017251911327730518, '3': 1.147445913137588, '4': 3.7545148720496915}",1.2171868424753125,4,"['poisson_velocity_cbf', 'active_hj_LZ_1', 'contingency_LZ-1', 'contingency_LZ-2', 'contingency_LZ-3', 'contingency_LZ-4']","{'poisson_velocity_cbf': 0.803478371411653, 'active_hj_LZ_1': 5.483819607520306, 'contingency_LZ-1': 1.1192076814064515, 'contingency_LZ-2': 0.4601644901222992, 'contingency_LZ-3': 0.8184241877646087, 'contingency_LZ-4': 2.514349981257999}"
15,3172.85636135,0.010908664999988105,0.0068153150000398455,0.021141178000107175,0.00035762800007432816,0.13761752799973692,5.662701824741991,5.675204657114159,5.585633355918766,13,0.15091438499985088,0.03855164100014008,0.047960609999790904,3.0059698286066805e-07,constant,conjugate_gradient,64,48,0.0732421875,0.0712890625,0.19140625,0.00390625,True,False,,,False,0,0,0,1,optimal,,3172.897838013,13,1.3728051790755824,0.7526228113606748,1,-18.393755693999925,-10.0,0.12,0,0.44999703742174973,0.0016328844565408,0.44999703742174973,0.0016328844565408,0.0,True,"[0.44999703742174973, 0.0016328844565408]","[0.44999703742174973, 0.0016328844565408]",0.0,0.0,optimal,0.0008720619998712209,0.39147697762986844,0.3714769776298684,"{'1': 1.2711864869659224, '2': 0.07133302399477603, '3': 1.1699253854022604, '4': 3.8084330483638658}",1.2711864869659224,4,"['poisson_velocity_cbf', 'active_hj_LZ_1', 'contingency_LZ-1', 'contingency_LZ-2', 'contingency_LZ-3', 'contingency_LZ-4']","{'poisson_velocity_cbf': 0.8185158854614014, 'active_hj_LZ_1': 5.477817862606116, 'contingency_LZ-1': 1.1489060964714886, 'contingency_LZ-2': 0.4899091020891743, 'contingency_LZ-3': 0.8307878975101785, 'contingency_LZ-4': 2.544004283528395}"
16,3172.99423353,0.009851709000031406,0.0008062890001383494,0.044517183999687404,0.0003694360002555186,0.15496075800001563,5.6519487827426795,5.550160331593088,5.645984176404544,14,0.15433849800001553,0.0637131930002397,0.05481818899988866,3.967130766113769e-07,constant,conjugate_gradient,64,48,0.0712890625,0.0732421875,0.19075520833333334,0.017578125,True,False,,,False,0,0,0,1,optimal,,3173.051318165,14,1.4268048235661923,0.7528187574954597,1,-18.273755693999924,-10.0,0.12,0,0.4499970374217497,0.0016328844565407985,0.4499970374217497,0.0016328844565407985,0.0,True,"[0.4499970374217497, 0.0016328844565407985]","[0.4499970374217497, 0.0016328844565407985]",0.0,0.0,optimal,0.0007331629999498546,0.40135521131633956,0.38135521131633954,"{'1': 1.3251861314565319, '2': 0.12541413666182155, '3': 1.1924048576669324, '4': 3.86235122467804}",1.3251861314565319,4,"['poisson_velocity_cbf', 'active_hj_LZ_1', 'contingency_LZ-1', 'contingency_LZ-2', 'contingency_LZ-3', 'contingency_LZ-4']","{'poisson_velocity_cbf': 0.832102359123063, 'active_hj_LZ_1': 5.471816117691927, 'contingency_LZ-1': 1.1786045115365253, 'contingency_LZ-2': 0.5196537140560493, 'contingency_LZ-3': 0.8431516072557477, 'contingency_LZ-4': 2.5736585857987917}"
17,3173.149284444,0.010561818000041967,0.0010239210000690946,0.04321024699993359,0.0005028169998695375,0.12432499800024743,5.551344409424562,5.655119460247563,5.696348630884457,15,0.15532417999975223,0.03943563700022423,0.05387457400001949,3.708603415475409e-07,constant,conjugate_gradient,64,48,0.07194010416666667,0.0712890625,0.19075520833333334,0.009114583333333334,True,False,,,False,0,0,0,1,optimal,,3173.206508154,15,1.4806382891619905,0.7485810715767056,4,-9.88,-10.0,0.12,0,0.4486122132983188,-0.03531404932295009,0.4486122132983188,-0.03531404932295009,0.0,True,"[0.4486122132983188, -0.03531404932295009]","[0.4486122132983188, -0.03531404932295009]",0.0,0.0,optimal,0.000678801000049134,0.4128392392257886,0.39283923922578856,"{'1': None, '2': 0.12406474999405503, '3': 1.2148843299316048, '4': 3.9162694009922148}",1.2148843299316048,3,"['poisson_velocity_cbf', 'active_hj_LZ_4', 'contingency_LZ-2', 'contingency_LZ-3', 'contingency_LZ-4']","{'poisson_velocity_cbf': 0.8238839716707005, 'active_hj_LZ_4': 3.878556663977163, 'contingency_LZ-2': 0.5021653662300828, 'contingency_LZ-3': 0.8179969208570111, 'contingency_LZ-4': 2.6162354335306666}"
18,3173.273727429,0.011350531000061892,0.000875686999734171,0.038372606999928394,0.0009878969999590481,0.11883728100019653,5.652786164078604,5.755397002413485,5.817409913746853,16,0.12116579399980765,0.03358154399984414,0.0505188500001168,3.170061120272294e-07,constant,conjugate_gradient,64,48,0.07161458333333333,0.07194010416666667,0.19140625,0.0032552083333333335,True,False,,,False,0,0,0,1,optimal,,3173.327558063,16,1.5344717547577886,0.7443433856579517,4,-9.760000000000002,-10.0,0.12,0,0.44861221329831874,-0.03531404932295006,0.44861221329831874,-0.03531404932295006,0.0,True,"[0.44861221329831874, -0.03531404932295006]","[0.44861221329831874, -0.03531404932295006]",0.0,0.0,optimal,0.0008693979998497525,0.4194131722637199,0.39941317226371986,"{'1': None, '2': 0.1761363204420574, '3': 1.23286159465896, '4': 3.9718647617358096}",1.23286159465896,3,"['poisson_velocity_cbf', 'active_hj_LZ_4', 'contingency_LZ-2', 'contingency_LZ-3', 'contingency_LZ-4']","{'poisson_velocity_cbf': 0.8307736807903245, 'active_hj_LZ_4': 3.873827099870636, 'contingency_LZ-2': 0.5308047299764841, 'contingency_LZ-3': 0.8278844164570571, 'contingency_LZ-4': 2.6464879570895214}"
19,3173.392645902,0.01016875200002687,0.0005938530002822517,0.02498971500017433,0.0004453699998521188,0.10231501299995216,5.770720846027794,5.9048298021243255,5.965276261844294,17,0.1041104539999651,0.03793153300011909,0.03509778000034203,3.194207920387271e-07,constant,conjugate_gradient,64,48,0.07486979166666667,0.07161458333333333,0.19173177083333334,0.0068359375,True,False,,,False,0,0,0,1,optimal,,3173.431242101,17,1.580985680528566,0.7406818824260256,4,-9.656315962000246,-10.0,0.10368403799975567,0,0.44861221329831874,-0.035314049322950083,0.44861221329831874,-0.035314049322950083,0.0,True,"[0.44861221329831874, -0.035314049322950083]","[0.44861221329831874, -0.035314049322950083]",0.0,0.0,optimal,0.0007341749997067382,0.4235733405127464,0.4035733405127464,"{'1': None, '2': 0.1722708059422775, '3': 1.2508388593863153, '4': 4.027460122479404}",1.2508388593863153,3,"['poisson_velocity_cbf', 'active_hj_LZ_4', 'contingency_LZ-2', 'contingency_LZ-3', 'contingency_LZ-4']","{'poisson_velocity_cbf': 0.8322247124237664, 'active_hj_LZ_4': 3.8690975357641078, 'contingency_LZ-2': 0.5286786970016036, 'contingency_LZ-3': 0.837771912057103, 'contingency_LZ-4': 2.676740480648376}"
20,3173.495021366,0.00946403600028134,0.0006077049997657014,0.022957071000291762,0.00045202999990578974,0.10104279300003327,5.906421263546897,6.121104210472605,6.111566696052831,18,0.0999473790002412,0.040324369999780174,0.03245839300006992,3.754162349878243e-07,constant,conjugate_gradient,64,48,0.07194010416666667,0.07421875,0.19498697916666666,0.006510416666666667,True,False,,,False,0,0,0,1,optimal,,3173.530581892,18,1.6255507240377347,0.7371737921469148,4,-9.556976171000098,-10.0,0.09933979100014767,0,0.4486122132983188,-0.03531404932295007,0.4486122132983188,-0.03531404932295007,0.0,True,"[0.4486122132983188, -0.03531404932295007]","[0.4486122132983188, -0.03531404932295007]",0.0,0.0,optimal,0.0006657060002908111,0.42739836350792126,0.40739836350792125,"{'1': None, '2': 0.16132531006981132, '3': 1.2663718210456723, '4': 4.075496384945645}",1.2663718210456723,3,"['poisson_velocity_cbf', 'active_hj_LZ_4', 'contingency_LZ-2', 'contingency_LZ-3', 'contingency_LZ-4']","{'poisson_velocity_cbf': 0.8343637203334027, 'active_hj_LZ_4': 3.8650110332262453, 'contingency_LZ-2': 0.5226586742717487, 'contingency_LZ-3': 0.8463150409697491, 'contingency_LZ-4': 2.7028796790005822}"
21,3173.596165541,0.009676992000095197,0.006890589000249747,0.006452745999922627,0.0007147960000111198,0.09435749399972337,6.111036089655801,6.384293996637332,6.265301360458079,19,0.09225410800036116,0.03246071200010192,0.03051579499970103,3.5091162686740063e-07,constant,conjugate_gradient,64,48,0.072265625,0.07259114583333333,0.19140625,0.010091145833333334,True,False,,,False,0,0,0,1,optimal,,3173.622517791,19,1.6667942911696791,0.7339271632750803,4,-9.465040272000135,-10.0,0.09193589899996368,0,0.4486122132983188,-0.03531404932295004,0.4486122132983188,-0.03531404932295004,0.0,True,"[0.4486122132983188, -0.03531404932295004]","[0.4486122132983188, -0.03531404932295004]",0.0,0.0,optimal,0.0008545759997105051,0.42989549369480745,0.40989549369480743,"{'1': None, '2': 0.2044318011144277, '3': 1.2812539687187545, '4': 4.121519980919366}",1.2812539687187545,3,"['poisson_velocity_cbf', 'active_hj_LZ_4', 'contingency_LZ-2', 'contingency_LZ-3', 'contingency_LZ-4']","{'poisson_velocity_cbf': 0.8340581732388807, 'active_hj_LZ_4': 3.861095750644043, 'contingency_LZ-2': 0.5463672443462856, 'contingency_LZ-3': 0.8545002221899443, 'contingency_LZ-4': 2.727923673730279}"
