constraint,residual
poisson_velocity_cbf,0.766610545297248
active_hj_LZ_4,3.7517683651053173
contingency_LZ-2,0.4070784308975104
contingency_LZ-3,0.9186627754824758
contingency_LZ-4,2.9242544623049715
