time,x,y,z,u_nom_x,u_nom_y,u_nom_z,u_safe_x,u_safe_y,u_safe_z,active_index,poisson_h,pivot_value,reachable_count,V1,V2,V3,V4,poisson_residual,active_hj_residual,omega_active,omega_contingency,qp_solve_ms,qp_success
8.52,12.682049140187745,8.91072573551336,5.453998048323923,1.3245666595423502,0.8000474251925492,-0.7038801615840526,1.4362910213946098,0.6778918879865374,-0.23005556164412844,0,0.13676375263781057,17.764822322727728,4,17.764822322727728,15.836424307936847,18.788606329121237,16.930233983247106,4.950098525524638e-10,45.822360548077974,0.0,0.0,0.39460600237362087,1
8.64,12.854404062755098,8.992072762071745,5.426391380926628,1.315921823676053,0.8015619502129082,-0.7182257263172699,1.408993991455782,0.7620407513007142,-0.4379297794493839,0,0.1397235206551684,17.893950551994756,4,17.893950551994756,15.97151811933726,18.908452191764418,16.802527076363482,-1.6091072918555938e-10,45.672764061184175,0.0,0.0,0.3825649982900359,1
8.76,13.023483341729792,9.08351765222783,5.373839807392701,1.3106222265554561,0.8018722232143204,-0.7275096679056167,1.3438061810214221,0.7988155032995083,-0.6535403460585631,0,0.14108095991451,18.049808231522647,4,18.049808231522647,16.115949753231305,19.056474514241234,16.67580334287689,3.4310682073268595e-10,45.75147286518698,0.0,0.0,0.37974600127199665,1
8.879999999999999,13.184740083452363,9.179375512623771,5.295414965865674,1.3091321827492803,0.801852301912053,-0.7302094316074309,1.3091321827492803,0.801852301912053,-0.7302094316074309,0,0.1426571813842809,18.229516707555618,4,18.229516707555618,16.270304810966678,19.201748865102402,16.557634145723277,0.10631863247787071,46.03930499805917,0.0,0.0,0.2647989967954345,1
9.0,13.341835945382277,9.275597788853217,5.207789834072782,1.30913218274928,0.8018523019120534,-0.7302094316074309,1.30913218274928,0.8018523019120534,-0.7302094316074309,0,0.19031480405404055,17.891347331187735,4,17.891347331187735,15.94216229910314,18.79407310072025,15.957105059653617,0.4048214409360263,45.65483032535748,0.0,0.0,0.26780000189319253,1
9.12,13.498931807312191,9.371820065082662,5.120164702279891,1.30913218274928,0.8018523019120536,-0.7302094316074311,1.30913218274928,0.8018523019120536,-0.7302094316074311,0,0.2426478370470473,18.505672288576775,4,18.505672288576775,16.4997125925319,19.26460496123362,16.133794985237273,0.6697454742260357,46.11870165567589,0.0,0.0,0.2572640005382709,1
9.24,13.656027669242105,9.468042341312108,5.032539570487,1.3091321827492794,0.8018523019120538,-0.7302094316074311,1.3091321827492794,0.8018523019120538,-0.7302094316074311,0,0.26744015593391873,18.79111828458843,4,18.79111828458843,16.75187895047418,19.43120085964331,16.0622378054658,0.9087511589591134,46.04106257625449,0.0,0.0,0.25879800523398444,1
9.36,13.81312353117202,9.564264617541554,4.944914438694108,1.3091321827492792,0.8018523019120541,-0.7302094316074312,1.3091321827492792,0.8018523019120541,-0.7302094316074312,0,0.3525884982390069,18.97831881026603,4,18.97831881026603,16.890323229003293,19.50768485782362,15.938132822906939,1.246725465011264,46.01425934113593,0.0,0.0,0.2551700017647818,1
9.48,13.970219393101933,9.660486893771001,4.857289306901217,1.3091321827492792,0.8018523019120539,-0.7302094316074316,1.3091321827492792,0.8018523019120539,-0.7302094316074316,0,0.47899494779534885,19.16551933594363,4,19.16551933594363,16.986375722608805,19.584168856003924,15.843511542612498,1.6420407699190447,46.102967728588546,0.0,0.0,0.25529500271659344,1
9.6,14.127315255031847,9.756709170000448,4.769664175108325,1.3091321827492792,0.8018523019120538,-0.7302094316074317,1.3091321827492792,0.8018523019120538,-0.7302094316074317,0,0.6175896857217424,19.352719861621235,4,19.352719861621235,17.046397058038878,19.660652854184228,15.772313767378176,2.0532570964189016,46.197441635593115,0.0,0.0,0.24939500144682825,1
