step,time_s,x_m,y_m,distance_to_goal_m,h,clearance_to_inflated_occupancy_m,u_nom_x,u_nom_y,u_nom_norm,collision
69,1.3800000000000001,1.0400000000000005,1.5,2.6099999999999994,0.14217193777894632,0.3305084745762714,0.5,0.0,0.5,False
70,1.4000000000000001,1.0500000000000005,1.5,2.5999999999999996,0.1437098656680177,0.3305084745762714,0.49999999999999994,0.0,0.49999999999999994,False
71,1.42,1.0600000000000005,1.5,2.5899999999999994,0.14524779355708903,0.3305084745762714,0.5,0.0,0.5,False
72,1.44,1.0700000000000005,1.5,2.579999999999999,0.1467559643292039,0.3305084745762714,0.5,0.0,0.5,False
73,1.46,1.0800000000000005,1.5,2.5699999999999994,0.14824953727035897,0.3305084745762714,0.5,0.0,0.5,False
74,1.48,1.0900000000000005,1.5,2.5599999999999996,0.14974311021151404,0.3305084745762714,0.5,0.0,0.5,False
75,1.5,1.1000000000000005,1.5,2.5499999999999994,0.15123668315266914,0.3305084745762714,0.5,0.0,0.5,False
76,1.52,1.1100000000000005,1.5,2.539999999999999,0.15273025609382418,0.3305084745762714,0.5,0.0,0.5,False
77,1.54,1.1200000000000006,1.5,2.5299999999999994,0.15421306260305725,0.33050847457627136,0.49999999999999994,0.0,0.49999999999999994,False
78,1.56,1.1300000000000006,1.5,2.5199999999999996,0.155688915791674,0.33050847457627136,0.5,0.0,0.5,False
79,1.58,1.1400000000000006,1.5,2.5099999999999993,0.15716476898029075,0.3305084745762714,0.49999999999999994,0.0,0.49999999999999994,False
80,1.6,1.1500000000000006,1.5,2.499999999999999,0.1586406221689075,0.3305084745762714,0.5,0.0,0.5,False
81,1.62,1.1600000000000006,1.5,2.4899999999999993,0.1601164753575242,0.3305084745762714,0.5,0.0,0.5,False
82,1.6400000000000001,1.1700000000000006,1.5,2.4799999999999995,0.16159854302033327,0.33050847457627136,0.5,0.0,0.5,False
83,1.6600000000000001,1.1800000000000006,1.5,2.4699999999999993,0.16308581349874512,0.33050847457627136,0.5,0.0,0.5,False
84,1.68,1.1900000000000006,1.5,2.459999999999999,0.16457308397715698,0.3305084745762714,0.49999999999999994,0.0,0.49999999999999994,False
85,1.7,1.2000000000000006,1.5,2.4499999999999993,0.16606035445556883,0.3305084745762714,0.5,0.0,0.5,False
86,1.72,1.2100000000000006,1.5,2.4399999999999995,0.16754762493398068,0.3305084745762714,0.5,0.0,0.5,False
87,1.74,1.2200000000000006,1.5,2.4299999999999993,0.1690557227092933,0.33050847457627136,0.5,0.0,0.5,False
88,1.76,1.2300000000000006,1.5,2.419999999999999,0.17058629204178838,0.3305084745762714,0.5,0.0,0.5,False
89,1.78,1.2400000000000007,1.5,2.4099999999999993,0.17211686137428342,0.3305084745762714,0.5,0.0,0.5,False
90,1.8,1.2500000000000007,1.5,2.3999999999999995,0.17364743070677846,0.3305084745762714,0.5,0.0,0.5,False
91,1.82,1.2600000000000007,1.5,2.3899999999999992,0.17517800003927353,0.3305084745762714,0.49999999999999994,0.0,0.49999999999999994,False
92,1.84,1.2700000000000007,1.5,2.379999999999999,0.17674103656927959,0.3305084745762714,0.5,0.0,0.5,False
93,1.86,1.2800000000000007,1.5,2.369999999999999,0.17834933040490702,0.3305084745762714,0.5,0.0,0.5,False
94,1.8800000000000001,1.2900000000000007,1.5,2.3599999999999994,0.17995762424053446,0.3305084745762714,0.5,0.0,0.5,False
95,1.9000000000000001,1.3000000000000007,1.5,2.349999999999999,0.18156591807616196,0.3305084745762714,0.5,0.0,0.5,False
96,1.92,1.3100000000000007,1.5,2.339999999999999,0.18317421191178937,0.3305084745762714,0.5,0.0,0.5,False
97,1.94,1.3200000000000007,1.5,2.329999999999999,0.18482263421404715,0.3305084745762714,0.5,0.0,0.5,False
98,1.96,1.3300000000000007,1.5,2.3199999999999994,0.18654414765195299,0.3305084745762714,0.5,0.0,0.5,False
99,1.98,1.3400000000000007,1.5,2.309999999999999,0.18826566108985876,0.3305084745762714,0.5,0.0,0.5,False
100,2.0,1.3500000000000008,1.5,2.299999999999999,0.18998717452776456,0.3305084745762714,0.5,0.0,0.5,False
101,2.02,1.3600000000000008,1.5,2.289999999999999,0.19170868796567037,0.3305084745762714,0.5,0.0,0.5,False
102,2.04,1.3700000000000008,1.5,2.2799999999999994,0.19347264245913606,0.33050847457627136,0.5,0.0,0.5,False
103,2.06,1.3800000000000008,1.5,2.269999999999999,0.19533993169657365,0.3305084745762714,0.5,0.0,0.5,False
104,2.08,1.3900000000000008,1.5,2.259999999999999,0.19720722093401122,0.3305084745762714,0.5,0.0,0.5,False
105,2.1,1.4000000000000008,1.5,2.249999999999999,0.19907451017144878,0.3305084745762714,0.5,0.0,0.5,False
106,2.12,1.4100000000000008,1.5,2.2399999999999993,0.20094179940888635,0.3305084745762714,0.5,0.0,0.5,False
107,2.14,1.4200000000000008,1.5,2.229999999999999,0.20284728225836268,0.33050847457627136,0.5,0.0,0.5,False
108,2.16,1.4300000000000008,1.5,2.219999999999999,0.20488219901530366,0.33050847457627147,0.5,0.0,0.5,False
109,2.18,1.4400000000000008,1.5,2.209999999999999,0.20691711577224461,0.3305084745762714,0.5,0.0,0.5,False
110,2.2,1.4500000000000008,1.5,2.1999999999999993,0.2089520325291856,0.3305084745762714,0.5,0.0,0.5,False
111,2.22,1.4600000000000009,1.5,2.189999999999999,0.21098694928612657,0.3305084745762714,0.5,0.0,0.5,False
112,2.24,1.4700000000000009,1.5,2.179999999999999,0.2130495313310334,0.33063451614691214,0.5,0.0,0.5,False
113,2.2600000000000002,1.4800000000000009,1.5,2.169999999999999,0.21525256791484387,0.33140046107619037,0.5,0.0,0.5,False
114,2.2800000000000002,1.4900000000000009,1.5,2.1599999999999993,0.21745560449865425,0.3321664060054686,0.5,0.0,0.5,False
115,2.3000000000000003,1.5000000000000009,1.5,2.149999999999999,0.21965864108246472,0.33293235093474677,0.49999999999999994,0.0,0.49999999999999994,False
116,2.32,1.510000000000001,1.5,2.139999999999999,0.22186167766627513,0.333698295864025,0.5,0.0,0.5,False
117,2.34,1.520000000000001,1.5,2.129999999999999,0.22407898232659465,0.3346140387528765,0.5,0.0,0.5,False
118,2.36,1.530000000000001,1.5,2.119999999999999,0.22642291616593221,0.33685923853293964,0.5,0.0,0.5,False
119,2.38,1.540000000000001,1.5,2.109999999999999,0.22876685000526978,0.33910443831300274,0.49999999999999994,0.0,0.49999999999999994,False
120,2.4,1.550000000000001,1.5,2.0999999999999988,0.23111078384460731,0.34134963809306584,0.5,0.0,0.5,False
121,2.42,1.560000000000001,1.5,2.089999999999999,0.23345471768394488,0.34359483787312906,0.5,0.0,0.5,False
122,2.44,1.570000000000001,1.5,2.079999999999999,0.23580230723598597,0.345890856206182,0.5,0.0,0.5,False
123,2.46,1.580000000000001,1.5,2.069999999999999,0.23824250817651663,0.3494742778816401,0.5,0.0,0.5,False
124,2.48,1.590000000000001,1.5,2.0599999999999987,0.24068270911704726,0.3530576995570983,0.49999999999999994,0.0,0.49999999999999994,False
125,2.5,1.600000000000001,1.5,2.049999999999999,0.24312291005757786,0.3566411212325564,0.49999999999999994,0.0,0.49999999999999994,False
126,2.52,1.610000000000001,1.5,2.039999999999999,0.2455631109981085,0.3602245429080146,0.5,0.0,0.5,False
127,2.54,1.620000000000001,1.5,2.029999999999999,0.24800331193863911,0.3638079645834727,0.5,0.0,0.5,False
128,2.56,1.630000000000001,1.5,2.0199999999999987,0.25048426457148787,0.36851038083649057,0.5,0.0,0.5,False
129,2.58,1.640000000000001,1.5,2.009999999999999,0.2529662756898513,0.37324186188373054,0.5,0.0,0.5,False
130,2.6,1.650000000000001,1.5,1.999999999999999,0.25544828680821474,0.37797334293097046,0.49999999999999994,0.0,0.49999999999999994,False
131,2.62,1.660000000000001,1.5,1.9899999999999989,0.25793029792657823,0.3827048239782104,0.5,0.0,0.5,False
132,2.64,1.670000000000001,1.5,1.9799999999999989,0.2604123090449418,0.3874363050254505,0.5,0.0,0.5,False
133,2.66,1.680000000000001,1.5,1.9699999999999989,0.2628800579129111,0.39194999221856147,0.5,0.0,0.5,False
134,2.68,1.690000000000001,1.5,1.9599999999999989,0.2653464201732032,0.39644250500918776,0.5,0.0,0.5,False
135,2.7,1.700000000000001,1.5,1.9499999999999988,0.2678127824334954,0.4009350177998141,0.5,0.0,0.5,False
136,2.72,1.710000000000001,1.5,1.9399999999999988,0.27027914469378744,0.40542753059044034,0.5,0.0,0.5,False
137,2.74,1.720000000000001,1.5,1.9299999999999988,0.2727455069540795,0.40992004338106663,0.5,0.0,0.5,False
138,2.7600000000000002,1.730000000000001,1.5,1.9199999999999988,0.27515209958042647,0.4141807236274674,0.5,0.0,0.5,False
139,2.7800000000000002,1.740000000000001,1.5,1.9099999999999988,0.27754798719770846,0.41839988162714103,0.5,0.0,0.5,False
140,2.8000000000000003,1.750000000000001,1.5,1.8999999999999988,0.27994387481499045,0.42261903962681463,0.5,0.0,0.5,False
141,2.82,1.7600000000000011,1.5,1.8899999999999988,0.28233976243227243,0.4268381976264882,0.5,0.0,0.5,False
142,2.84,1.7700000000000011,1.5,1.8799999999999988,0.28473565004955453,0.431057355626162,0.49999999999999994,0.0,0.49999999999999994,False
143,2.86,1.7800000000000011,1.5,1.8699999999999988,0.28703826472089944,0.4359936831612855,0.5,0.0,0.5,False
144,2.88,1.7900000000000011,1.5,1.8599999999999988,0.2893153045522293,0.441126653956129,0.5,0.0,0.5,False
145,2.9,1.8000000000000012,1.5,1.8499999999999988,0.29159234438355935,0.4462596247509726,0.5,0.0,0.5,False
146,2.92,1.8100000000000012,1.5,1.8399999999999987,0.2938693842148893,0.4513925955458161,0.5,0.0,0.5,False
147,2.94,1.8200000000000012,1.5,1.8299999999999987,0.29614642404621916,0.45652556634065955,0.5,0.0,0.5,False
148,2.96,1.8300000000000012,1.5,1.8199999999999987,0.29830893065225655,0.4622119692640543,0.5,0.0,0.5,False
149,2.98,1.8400000000000012,1.5,1.8099999999999987,0.3004272314520406,0.4681119775703981,0.5,0.0,0.5,False
150,3.0,1.8500000000000012,1.5,1.7999999999999987,0.30254553225182457,0.47401198587674187,0.5,0.0,0.5,False
151,3.02,1.8600000000000012,1.5,1.7899999999999987,0.3046638330516087,0.47991199418308583,0.5,0.0,0.5,False
152,3.04,1.8700000000000012,1.5,1.7799999999999987,0.30678213385139275,0.4858120024894297,0.5,0.0,0.5,False
153,3.06,1.8800000000000012,1.5,1.7699999999999987,0.3087757185294328,0.4921298044993046,0.5,0.0,0.5,False
154,3.08,1.8900000000000012,1.5,1.7599999999999987,0.3107045467596443,0.49866453785524345,0.5,0.0,0.5,False
155,3.1,1.9000000000000012,1.5,1.7499999999999987,0.3126333749898559,0.5051992712111826,0.5,0.0,0.5,False
156,3.12,1.9100000000000013,1.5,1.7399999999999987,0.3145622032200674,0.5117340045671215,0.5,0.0,0.5,False
157,3.14,1.9200000000000013,1.5,1.7299999999999986,0.3164910314502789,0.5182687379230604,0.5,0.0,0.5,False
158,3.16,1.9300000000000013,1.5,1.7199999999999986,0.3182942087713836,0.525113692484531,0.5,0.0,0.5,False
159,3.18,1.9400000000000013,1.5,1.7099999999999986,0.32001183653735166,0.53216986148381,0.5,0.0,0.5,False
160,3.2,1.9500000000000013,1.5,1.6999999999999986,0.32172946430331983,0.5392260304830888,0.5,0.0,0.5,False
161,3.22,1.9600000000000013,1.5,1.6899999999999986,0.323447092069288,0.546282199482368,0.5,0.0,0.5,False
162,3.24,1.9700000000000013,1.5,1.6799999999999986,0.3251647198352561,0.553338368481647,0.5,0.0,0.5,False
163,3.2600000000000002,1.9800000000000013,1.5,1.6699999999999986,0.3267630116866873,0.5604030625979973,0.5,0.0,0.5,False
164,3.2800000000000002,1.9900000000000013,1.5,1.6599999999999986,0.3282561742800742,0.5674752669365295,0.5,0.0,0.5,False
165,3.3000000000000003,2.0000000000000013,1.5,1.6499999999999986,0.3297493368734612,0.574547471275062,0.5,0.0,0.5,False
166,3.3200000000000003,2.010000000000001,1.5,1.6399999999999988,0.33124249946684803,0.581619675613594,0.5,0.0,0.5,False
167,3.34,2.020000000000001,1.5,1.629999999999999,0.3327356620602349,0.5886918799521264,0.5,0.0,0.5,False
168,3.36,2.0300000000000007,1.5,1.6199999999999992,0.3341211487004473,0.5957705758635768,0.5,0.0,0.5,False
169,3.38,2.0400000000000005,1.5,1.6099999999999994,0.33538440858300195,0.6028566405875297,0.5,0.0,0.5,False
170,3.4,2.0500000000000003,1.5,1.5999999999999996,0.3366476684655566,0.6099427053114821,0.5,0.0,0.5,False
171,3.42,2.06,1.5,1.5899999999999999,0.3379109283481113,0.6170287700354349,0.49999999999999994,0.0,0.49999999999999994,False
172,3.44,2.07,1.5,1.58,0.33917418823066603,0.6241148347593877,0.49999999999999994,0.0,0.49999999999999994,False
173,3.46,2.0799999999999996,1.5,1.5700000000000003,0.3403450627248286,0.6313433717257189,0.5,0.0,0.5,False
174,3.48,2.0899999999999994,1.5,1.5600000000000005,0.3413802461797904,0.6387811647980441,0.5,0.0,0.5,False
175,3.5,2.099999999999999,1.5,1.5500000000000007,0.34241542963475213,0.6462189578703694,0.5,0.0,0.5,False
176,3.52,2.109999999999999,1.5,1.540000000000001,0.3434506130897139,0.6536567509426945,0.5,0.0,0.5,False
177,3.54,2.1199999999999988,1.5,1.5300000000000011,0.3444857965446757,0.6610945440150199,0.5,0.0,0.5,False
178,3.56,2.1299999999999986,1.5,1.5200000000000014,0.3454459904222133,0.6643026831606176,0.5,0.0,0.5,False
179,3.58,2.1399999999999983,1.5,1.5100000000000016,0.3462617599284153,0.6593648221510318,0.5,0.0,0.5,False
180,3.6,2.149999999999998,1.5,1.5000000000000018,0.34707752943461734,0.6544269611414458,0.49999999999999994,0.0,0.49999999999999994,False
181,3.62,2.159999999999998,1.5,1.490000000000002,0.34789329894081944,0.6494891001318599,0.5,0.0,0.5,False
182,3.64,2.1699999999999977,1.5,1.4800000000000022,0.34870906844702143,0.6445512391222741,0.49999999999999994,0.0,0.49999999999999994,False
183,3.66,2.1799999999999975,1.5,1.4700000000000024,0.3494679653253839,0.6395266154123884,0.5,0.0,0.5,False
184,3.68,2.1899999999999973,1.5,1.4600000000000026,0.3500795103952522,0.6342771974335442,0.49999999999999994,0.0,0.49999999999999994,False
185,3.7,2.199999999999997,1.5,1.4500000000000028,0.3506910554651206,0.6290277794547,0.49999999999999994,0.0,0.49999999999999994,False
186,3.72,2.209999999999997,1.5,1.440000000000003,0.35130260053498896,0.623778361475856,0.5,0.0,0.5,False
187,3.74,2.2199999999999966,1.5,1.4300000000000033,0.35191414560485734,0.6185289434970118,0.5,0.0,0.5,False
188,3.7600000000000002,2.2299999999999964,1.5,1.4200000000000035,0.3524863573661111,0.6134134503171385,0.49999999999999994,0.0,0.49999999999999994,False
189,3.7800000000000002,2.239999999999996,1.5,1.4100000000000037,0.35291511823712307,0.6087863887570427,0.5,0.0,0.5,False
190,3.8000000000000003,2.249999999999996,1.5,1.400000000000004,0.3533438791081351,0.6041593271969469,0.5,0.0,0.5,False
191,3.8200000000000003,2.259999999999996,1.5,1.3900000000000041,0.35377263997914704,0.5995322656368509,0.5,0.0,0.5,False
192,3.84,2.2699999999999956,1.5,1.3800000000000043,0.35420140085015894,0.5949052040767551,0.49999999999999994,0.0,0.49999999999999994,False
193,3.86,2.2799999999999954,1.5,1.3700000000000045,0.3546065434241747,0.5903461970720291,0.5,0.0,0.5,False
194,3.88,2.289999999999995,1.5,1.3600000000000048,0.35487981717329453,0.5861671613347864,0.5,0.0,0.5,False
195,3.9,2.299999999999995,1.5,1.350000000000005,0.35515309092241426,0.581988125597544,0.5,0.0,0.5,False
196,3.92,2.3099999999999947,1.5,1.3400000000000052,0.3554263646715341,0.5778090898603012,0.5,0.0,0.5,False
197,3.94,2.3199999999999945,1.5,1.3300000000000054,0.3556996384206539,0.5736300541230586,0.49999999999999994,0.0,0.49999999999999994,False
198,3.96,2.3299999999999943,1.5,1.3200000000000056,0.355962008437838,0.5693956846692074,0.5,0.0,0.5,False
199,3.98,2.339999999999994,1.5,1.3100000000000058,0.3561122257836826,0.5645921684159494,0.49999999999999994,0.0,0.49999999999999994,False
200,4.0,2.349999999999994,1.5,1.300000000000006,0.35626244312952726,0.5597886521626914,0.5,0.0,0.5,False
201,4.0200000000000005,2.3599999999999937,1.5,1.2900000000000063,0.35641266047537196,0.5549851359094333,0.5,0.0,0.5,False
202,4.04,2.3699999999999934,1.5,1.2800000000000065,0.35656287782121665,0.5501816196561755,0.5,0.0,0.5,False
203,4.0600000000000005,2.3799999999999932,1.5,1.2700000000000067,0.35671089769824416,0.5453916308250383,0.5,0.0,0.5,False
204,4.08,2.389999999999993,1.5,1.260000000000007,0.3567743150258073,0.5411224477455642,0.5,0.0,0.5,False
205,4.1,2.399999999999993,1.5,1.250000000000007,0.35683773235337035,0.5368532646660903,0.5,0.0,0.5,False
206,4.12,2.4099999999999926,1.5,1.2400000000000073,0.35690114968093345,0.5325840815866163,0.5,0.0,0.5,False
207,4.14,2.4199999999999924,1.5,1.2300000000000075,0.35696456700849655,0.5283148985071423,0.5,0.0,0.5,False
208,4.16,2.429999999999992,1.5,1.2200000000000077,0.35702798433605965,0.5240457154276685,0.5,0.0,0.5,False
209,4.18,2.439999999999992,1.5,1.210000000000008,0.3570443973326288,0.5205670924706322,0.5,0.0,0.5,False
210,4.2,2.4499999999999917,1.5,1.2000000000000082,0.3570589548950797,0.5171196758342191,0.49999999999999994,0.0,0.49999999999999994,False
211,4.22,2.4599999999999915,1.5,1.1900000000000084,0.3570735124575306,0.5136722591978062,0.5,0.0,0.5,False
212,4.24,2.4699999999999913,1.5,1.1800000000000086,0.35708807001998155,0.5102248425613931,0.5,0.0,0.5,False
213,4.26,2.479999999999991,1.5,1.1700000000000088,0.3571026275824325,0.50677742592498,0.5,0.0,0.5,False
214,4.28,2.489999999999991,1.5,1.160000000000009,0.3571060812456367,0.5041475550747055,0.5,0.0,0.5,False
215,4.3,2.4999999999999907,1.5,1.1500000000000092,0.3571082837652637,0.5016098020594896,0.5,0.0,0.5,False
216,4.32,2.5099999999999905,1.5,1.1400000000000095,0.3571104862848907,0.4990720490442737,0.5,0.0,0.5,False
217,4.34,2.5199999999999902,1.5,1.1300000000000097,0.35711268880451785,0.49653429602905785,0.5,0.0,0.5,False
218,4.36,2.52999999999999,1.5,1.1200000000000099,0.35711489132414487,0.4939965430138421,0.5,0.0,0.5,False
219,4.38,2.53999999999999,1.5,1.11000000000001,0.35713273706709436,0.49227965498339543,0.5,0.0,0.5,False
220,4.4,2.5499999999999896,1.5,1.1000000000000103,0.35715366405100124,0.4907244524802529,0.49999999999999994,0.0,0.49999999999999994,False
221,4.42,2.5599999999999894,1.5,1.0900000000000105,0.35717459103490823,0.48916924997711053,0.5,0.0,0.5,False
222,4.44,2.569999999999989,1.5,1.0800000000000107,0.3571955180188151,0.4876140474739681,0.5,0.0,0.5,False
223,4.46,2.579999999999989,1.5,1.070000000000011,0.3572164450027221,0.48605884497082563,0.49999999999999994,0.0,0.49999999999999994,False
224,4.48,2.5899999999999888,1.5,1.0600000000000112,0.3572682825950701,0.48529981377809445,0.5,0.0,0.5,False
225,4.5,2.5999999999999885,1.5,1.0500000000000114,0.35732924135056465,0.4847757183818795,0.5,0.0,0.5,False
