step,time_s,x_m,y_m,distance_to_goal_m,clearance_to_inflated_occupancy_m,h,gradient_x,gradient_y,u_nom_x,u_nom_y,u_safe_x,u_safe_y,u_nom_norm,u_safe_norm,intervention_norm,cbf_residual,explicit_cbf_residual,solver_status,solve_time_s,was_filtered,integration_dt_s,integration_backtracks,collision
98,1.96,1.3300000000000007,1.5,2.3199999999999994,0.3305084745762714,0.18654414765195299,0.1699544271758731,-0.47768529617422406,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.6446096565437955,0.6446096565437955,optimal,4.679000994656235e-06,False,0.02,0,False
99,1.98,1.3400000000000007,1.5,2.309999999999999,0.3305084745762714,0.18826566108985876,0.17251200676874803,-0.47956530655348406,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.6510529866539503,0.6510529866539503,optimal,4.663997970055789e-06,False,0.02,0,False
100,2.0,1.3500000000000008,1.5,2.299999999999999,0.3305084745762714,0.18998717452776456,0.175069586361623,-0.48144531693274406,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.6574963167641051,0.6574963167641051,optimal,4.6670029405504465e-06,False,0.02,0,False
101,2.02,1.3600000000000008,1.5,2.289999999999999,0.3305084745762714,0.19170868796567037,0.17762716595449793,-0.4833253273120041,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.66393964687426,0.66393964687426,optimal,6.620000931434333e-06,False,0.02,0,False
102,2.04,1.3700000000000008,1.5,2.2799999999999994,0.33050847457627136,0.19347264245913606,0.1803411683093949,-0.48491360688925156,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.6705885115321056,0.6705885115321056,optimal,5.111003702040762e-06,False,0.02,0,False
103,2.06,1.3800000000000008,1.5,2.269999999999999,0.3305084745762714,0.19533993169657365,0.18343602608486725,-0.4857915853833382,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.6777378081321547,0.6777378081321547,optimal,4.591005563270301e-06,False,0.02,0,False
104,2.08,1.3900000000000008,1.5,2.259999999999999,0.3305084745762714,0.19720722093401122,0.18653088386033956,-0.4866695638774248,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.6848871047322034,0.6848871047322034,optimal,4.57599526271224e-06,False,0.02,0,False
105,2.1,1.4000000000000008,1.5,2.249999999999999,0.3305084745762714,0.19907451017144878,0.1896257416358119,-0.4875475423715115,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.6920364013322522,0.6920364013322522,optimal,4.5339984353631735e-06,False,0.02,0,False
106,2.12,1.4100000000000008,1.5,2.2399999999999993,0.3305084745762714,0.20094179940888635,0.19272059941128425,-0.48842552086559815,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.6991856979323011,0.6991856979323011,optimal,4.9439986469224095e-06,False,0.02,0,False
107,2.14,1.4200000000000008,1.5,2.229999999999999,0.33050847457627136,0.20284728225836268,0.1958657312482663,-0.4890090361488546,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.7064747123992212,0.7064747123992212,optimal,4.508001438807696e-06,False,0.02,0,False
108,2.16,1.4300000000000008,1.5,2.219999999999999,0.33050847457627147,0.20488219901530366,0.19918123629369827,-0.4885946483287426,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.7142372151927601,0.7142372151927601,optimal,4.4720000005327165e-06,False,0.02,0,False
109,2.18,1.4400000000000008,1.5,2.209999999999999,0.3305084745762714,0.20691711577224461,0.20249674133913012,-0.48818026050863067,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.7219997179862989,0.7219997179862989,optimal,4.499001079238951e-06,False,0.02,0,False
110,2.2,1.4500000000000008,1.5,2.1999999999999993,0.3305084745762714,0.2089520325291856,0.20581224638456203,-0.4877658726885187,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.7297622207798378,0.7297622207798378,optimal,4.603003617376089e-06,False,0.02,0,False
111,2.22,1.4600000000000009,1.5,2.189999999999999,0.3305084745762714,0.21098694928612657,0.20912775142999396,-0.4873514848684066,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.7375247235733766,0.7375247235733766,optimal,4.563000402413309e-06,False,0.02,0,False
112,2.24,1.4700000000000009,1.5,2.179999999999999,0.33063451614691214,0.2130495313310334,0.21239981979646438,-0.4867061234686159,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.7453485038913323,0.7453485038913323,optimal,4.646994057111442e-06,False,0.02,0,False
113,2.2600000000000002,1.4800000000000009,1.5,2.169999999999999,0.33140046107619037,0.21525256791484387,0.2154513634851307,-0.48488812697199546,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.753483385487097,0.753483385487097,optimal,4.763001925311983e-06,False,0.02,0,False
114,2.2800000000000002,1.4900000000000009,1.5,2.1599999999999993,0.3321664060054686,0.21745560449865425,0.21850290717379697,-0.48307013047537495,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.7616182670828613,0.7616182670828613,optimal,4.57100395578891e-06,False,0.02,0,False
115,2.3000000000000003,1.5000000000000009,1.5,2.149999999999999,0.33293235093474677,0.21965864108246472,0.22155445086246328,-0.48125213397875444,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,0.7697531486786258,0.7697531486786258,optimal,4.707006155513227e-06,False,0.02,0,False
116,2.32,1.510000000000001,1.5,2.139999999999999,0.333698295864025,0.22186167766627513,0.22460599455112962,-0.479434137482134,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.7778880302743901,0.7778880302743901,optimal,4.876004823017865e-06,False,0.02,0,False
117,2.34,1.520000000000001,1.5,2.129999999999999,0.3346140387528765,0.22407898232659465,0.22758568551411945,-0.47750182222996806,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.7860297897368437,0.7860297897368437,optimal,4.76899731438607e-06,False,0.02,0,False
118,2.36,1.530000000000001,1.5,2.119999999999999,0.33685923853293964,0.22642291616593221,0.22992768353673146,-0.4745549280223372,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.7942325902661623,0.7942325902661623,optimal,4.636000085156411e-06,False,0.02,0,False
119,2.38,1.540000000000001,1.5,2.109999999999999,0.33910443831300274,0.22876685000526978,0.23226968155934347,-0.4716080338147063,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,0.8024353907954811,0.8024353907954811,optimal,4.646004526875913e-06,False,0.02,0,False
120,2.4,1.550000000000001,1.5,2.0999999999999988,0.34134963809306584,0.23111078384460731,0.2346116795819554,-0.46866113960707556,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.8106381913247995,0.8106381913247995,optimal,4.913003067485988e-06,False,0.02,0,False
121,2.42,1.560000000000001,1.5,2.089999999999999,0.34359483787312906,0.23345471768394488,0.2369536776045674,-0.4657142453994446,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.8188409918541183,0.8188409918541183,optimal,4.59399598184973e-06,False,0.02,0,False
122,2.44,1.570000000000001,1.5,2.079999999999999,0.345890856206182,0.23580230723598597,0.2392585179730439,-0.462737295228867,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.8270361806944799,0.8270361806944799,optimal,4.540997906588018e-06,False,0.02,0,False
123,2.46,1.580000000000001,1.5,2.069999999999999,0.3494742778816401,0.23824250817651663,0.2406220311034248,-0.45899892733030306,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.8350385400812623,0.8350385400812623,optimal,4.528003046289086e-06,False,0.02,0,False
124,2.48,1.590000000000001,1.5,2.0599999999999987,0.3530576995570983,0.24068270911704726,0.24198554423380572,-0.4552605594317392,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,0.8430408994680446,0.8430408994680446,optimal,4.554996849037707e-06,False,0.02,0,False
125,2.5,1.600000000000001,1.5,2.049999999999999,0.3566411212325564,0.24312291005757786,0.2433490573641866,-0.45152219153317535,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,0.8510432588548269,0.8510432588548269,optimal,5.797999619971961e-06,False,0.02,0,False
126,2.52,1.610000000000001,1.5,2.039999999999999,0.3602245429080146,0.2455631109981085,0.24471257049456752,-0.44778382363461144,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.8590456182416093,0.8590456182416093,optimal,4.54900145996362e-06,False,0.02,0,False
127,2.54,1.620000000000001,1.5,2.029999999999999,0.3638079645834727,0.24800331193863911,0.24607608362494843,-0.4440454557360477,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.8670479776283916,0.8670479776283916,optimal,4.613000783137977e-06,False,0.02,0,False
128,2.56,1.630000000000001,1.5,2.0199999999999987,0.36851038083649057,0.25048426457148787,0.24636240564740927,-0.4398892813474087,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.8746339965381682,0.8746339965381682,optimal,4.526998964138329e-06,False,0.02,0,False
129,2.58,1.640000000000001,1.5,2.009999999999999,0.37324186188373054,0.2529662756898513,0.24662074868005407,-0.4357222548421444,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.8822092014095809,0.8822092014095809,optimal,4.506997356656939e-06,False,0.02,0,False
130,2.6,1.650000000000001,1.5,1.999999999999999,0.37797334293097046,0.25544828680821474,0.24687909171269895,-0.4315552283368802,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,0.8897844062809936,0.8897844062809936,optimal,5.2770046750083566e-06,False,0.02,0,False
131,2.62,1.660000000000001,1.5,1.9899999999999989,0.3827048239782104,0.25793029792657823,0.24713743474534378,-0.427388201831616,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.8973596111524065,0.8973596111524065,optimal,4.529996658675373e-06,False,0.02,0,False
132,2.64,1.670000000000001,1.5,1.9799999999999989,0.3874363050254505,0.2604123090449418,0.24739577777798866,-0.4232211753263517,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9049348160238198,0.9049348160238198,optimal,4.6570057747885585e-06,False,0.02,0,False
133,2.66,1.680000000000001,1.5,1.9699999999999989,0.39194999221856147,0.2628800579129111,0.24664355742304675,-0.4189750790270442,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9119619524502566,0.9119619524502566,optimal,4.6389977796934545e-06,False,0.02,0,False
134,2.68,1.690000000000001,1.5,1.9599999999999989,0.39644250500918776,0.2653464201732032,0.24579308784986736,-0.4147212953866491,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9189358044445433,0.9189358044445433,optimal,4.866000381298363e-06,False,0.02,0,False
135,2.7,1.700000000000001,1.5,1.9499999999999988,0.4009350177998141,0.2678127824334954,0.24494261827668795,-0.41046751174625395,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.92590965643883,0.92590965643883,optimal,4.568995791487396e-06,False,0.02,0,False
136,2.72,1.710000000000001,1.5,1.9399999999999988,0.40542753059044034,0.27027914469378744,0.2440921487035086,-0.4062137281058589,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9328835084331166,0.9328835084331166,optimal,4.480003553908318e-06,False,0.02,0,False
137,2.74,1.720000000000001,1.5,1.9299999999999988,0.40992004338106663,0.2727455069540795,0.24324167913032924,-0.4019599444654638,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9398573604274032,0.9398573604274032,optimal,4.659996193367988e-06,False,0.02,0,False
138,2.7600000000000002,1.730000000000001,1.5,1.9199999999999988,0.4141807236274674,0.27515209958042647,0.24152691853614858,-0.3978736209980824,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9462197580093538,0.9462197580093538,optimal,4.5190026867203414e-06,False,0.02,0,False
139,2.7800000000000002,1.740000000000001,1.5,1.9099999999999988,0.41839988162714103,0.27754798719770846,0.23965735955014703,-0.39381729039750946,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9524726413681989,0.9524726413681989,optimal,4.6190034481696784e-06,False,0.02,0,False
140,2.8000000000000003,1.750000000000001,1.5,1.8999999999999988,0.42261903962681463,0.27994387481499045,0.23778780056414545,-0.3897609597969365,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.958725524727044,0.958725524727044,optimal,4.544999683275819e-06,False,0.02,0,False
141,2.82,1.7600000000000011,1.5,1.8899999999999988,0.4268381976264882,0.28233976243227243,0.2359182415781439,-0.3857046291963636,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9649784080858892,0.9649784080858892,optimal,4.633002390619367e-06,False,0.02,0,False
142,2.84,1.7700000000000011,1.5,1.8799999999999988,0.431057355626162,0.28473565004955453,0.23404868259214223,-0.3816482985957906,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,0.9712312914447346,0.9712312914447346,optimal,4.647001333069056e-06,False,0.02,0,False
143,2.86,1.7800000000000011,1.5,1.8699999999999988,0.4359936831612855,0.28703826472089944,0.23149507459498828,-0.3779131989574067,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9768623314601924,0.9768623314601924,optimal,4.579997039400041e-06,False,0.02,0,False
144,2.88,1.7900000000000011,1.5,1.8599999999999988,0.441126653956129,0.2893153045522293,0.22875390477219584,-0.3742661787763972,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9823228660427858,0.9823228660427858,optimal,4.80699964100495e-06,False,0.02,0,False
145,2.9,1.8000000000000012,1.5,1.8499999999999988,0.4462596247509726,0.29159234438355935,0.22601273494940338,-0.3706191585953875,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9877834006253798,0.9877834006253798,optimal,4.632995114661753e-06,False,0.02,0,False
146,2.92,1.8100000000000012,1.5,1.8399999999999987,0.4513925955458161,0.2938693842148893,0.22327156512661095,-0.36697213841437804,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9932439352079734,0.9932439352079734,optimal,4.537003405857831e-06,False,0.02,0,False
147,2.94,1.8200000000000012,1.5,1.8299999999999987,0.45652556634065955,0.29614642404621916,0.22053039530381857,-0.3633251182333685,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.9987044697905667,0.9987044697905667,optimal,4.39400173490867e-06,False,0.02,0,False
148,2.96,1.8300000000000012,1.5,1.8199999999999987,0.4622119692640543,0.29830893065225655,0.21728602389773033,-0.36007610680492713,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0035698039056347,1.0035698039056347,optimal,4.4959961087442935e-06,False,0.02,0,False
149,2.98,1.8400000000000012,1.5,1.8099999999999987,0.4681119775703981,0.3004272314520406,0.21384743433668604,-0.3569807127897578,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0082054115244647,1.0082054115244647,optimal,4.513996827881783e-06,False,0.02,0,False
150,3.0,1.8500000000000012,1.5,1.7999999999999987,0.47401198587674187,0.30254553225182457,0.21040884477564176,-0.3538853187745884,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0128410191432946,1.0128410191432946,optimal,4.729998181574047e-06,False,0.02,0,False
151,3.02,1.8600000000000012,1.5,1.7899999999999987,0.47991199418308583,0.3046638330516087,0.2069702552145974,-0.35078992475941895,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.017476626762125,1.017476626762125,optimal,4.645000444725156e-06,False,0.02,0,False
152,3.04,1.8700000000000012,1.5,1.7799999999999987,0.4858120024894297,0.30678213385139275,0.20353166565355313,-0.3476945307442496,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0221122343809548,1.0221122343809548,optimal,4.620000254362822e-06,False,0.02,0,False
153,3.06,1.8800000000000012,1.5,1.7699999999999987,0.4921298044993046,0.3087757185294328,0.19975207677997495,-0.3450178400134821,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0262031939782859,1.0262031939782859,optimal,4.736000846605748e-06,False,0.02,0,False
154,3.08,1.8900000000000012,1.5,1.7599999999999987,0.49866453785524345,0.3107045467596443,0.19579543057104268,-0.34255855291115406,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0300113555644543,1.0300113555644543,optimal,4.642999556381255e-06,False,0.02,0,False
155,3.1,1.9000000000000012,1.5,1.7499999999999987,0.5051992712111826,0.3126333749898559,0.19183878436211033,-0.3400992658088258,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0338195171506228,1.0338195171506228,optimal,4.624998837243766e-06,False,0.02,0,False
156,3.12,1.9100000000000013,1.5,1.7399999999999987,0.5117340045671215,0.3145622032200674,0.18788213815317806,-0.3376399787064977,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.037627678736791,1.037627678736791,optimal,4.677996912505478e-06,False,0.02,0,False
157,3.14,1.9200000000000013,1.5,1.7299999999999986,0.5182687379230604,0.3164910314502789,0.18392549194424582,-0.33518069160416963,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0414358403229595,1.0414358403229595,optimal,4.7489957069046795e-06,False,0.02,0,False
158,3.16,1.9300000000000013,1.5,1.7199999999999986,0.525113692484531,0.3182942087713836,0.17976326419263733,-0.3331239232593657,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0447642584104695,1.0447642584104695,optimal,4.837995220441371e-06,False,0.02,0,False
159,3.18,1.9400000000000013,1.5,1.7099999999999986,0.53216986148381,0.32001183653735166,0.17546106602899433,-0.33134121023883367,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.047766042626552,1.047766042626552,optimal,4.692999937105924e-06,False,0.02,0,False
160,3.2,1.9500000000000013,1.5,1.6999999999999986,0.5392260304830888,0.32172946430331983,0.17115886786535128,-0.3295584972183016,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0507678268426353,1.0507678268426353,optimal,4.642002750188112e-06,False,0.02,0,False
161,3.22,1.9600000000000013,1.5,1.6899999999999986,0.546282199482368,0.323447092069288,0.1668566697017081,-0.3277757841977695,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.053769611058718,1.053769611058718,optimal,4.825997166335583e-06,False,0.02,0,False
162,3.24,1.9700000000000013,1.5,1.6799999999999986,0.553338368481647,0.3251647198352561,0.16255447153806504,-0.32599307117723747,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0567713952748008,1.0567713952748008,optimal,4.6499990276061e-06,False,0.02,0,False
163,3.2600000000000002,1.9800000000000013,1.5,1.6699999999999986,0.5604030625979973,0.3267630116866873,0.15815408657983088,-0.32457457822010216,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0593660783499774,1.0593660783499774,optimal,4.599001840688288e-06,False,0.02,0,False
164,3.2800000000000002,1.9900000000000013,1.5,1.6599999999999986,0.5674752669365295,0.3282561742800742,0.15366720373112366,-0.3234769457950066,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0616021247057843,1.0616021247057843,optimal,4.627996531780809e-06,False,0.02,0,False
165,3.3000000000000003,2.0000000000000013,1.5,1.6499999999999986,0.574547471275062,0.3297493368734612,0.14918032088241623,-0.322379313369911,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0638381710615916,1.0638381710615916,optimal,4.53100074082613e-06,False,0.02,0,False
166,3.3200000000000003,2.010000000000001,1.5,1.6399999999999988,0.581619675613594,0.33124249946684803,0.14469343803370915,-0.3212816809448155,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0660742174173987,1.0660742174173987,optimal,4.595000064000487e-06,False,0.02,0,False
167,3.34,2.020000000000001,1.5,1.629999999999999,0.5886918799521264,0.3327356620602349,0.1402065551850019,-0.32018404851971993,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0683102637732058,1.0683102637732058,optimal,4.485002136789262e-06,False,0.02,0,False
168,3.36,2.0300000000000007,1.5,1.6199999999999992,0.5957705758635768,0.3341211487004473,0.1357029702818654,-0.3194003328745696,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0702149312422746,1.0702149312422746,optimal,4.502995579969138e-06,False,0.02,0,False
169,3.38,2.0400000000000005,1.5,1.6099999999999994,0.6028566405875297,0.33538440858300195,0.13118042628991725,-0.31897295519584346,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0717434388939644,1.0717434388939644,optimal,4.62700700154528e-06,False,0.02,0,False
170,3.4,2.0500000000000003,1.5,1.5999999999999996,0.6099427053114821,0.3366476684655566,0.1266578822979693,-0.3185455775171173,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0732719465456544,1.0732719465456544,optimal,5.736001185141504e-06,False,0.02,0,False
171,3.42,2.06,1.5,1.5899999999999999,0.6170287700354349,0.3379109283481113,0.12213533830602118,-0.3181181998383911,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,1.0748004541973446,1.0748004541973446,optimal,4.59399598184973e-06,False,0.02,0,False
172,3.44,2.07,1.5,1.58,0.6241148347593877,0.33917418823066603,0.11761279431407305,-0.31769082215966493,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,1.0763289618490346,1.0763289618490346,optimal,4.5140041038393974e-06,False,0.02,0,False
173,3.46,2.0799999999999996,1.5,1.5700000000000003,0.6313433717257189,0.3403450627248286,0.11313220537041499,-0.31752143662298427,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0776012908596935,1.0776012908596935,optimal,4.7240027924999595e-06,False,0.02,0,False
174,3.48,2.0899999999999994,1.5,1.5600000000000005,0.6387811647980441,0.3413802461797904,0.10871323790393259,-0.3177309770449331,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0784973574913375,1.0784973574913375,optimal,4.649002221412957e-06,False,0.02,0,False
175,3.5,2.099999999999999,1.5,1.5500000000000007,0.6462189578703694,0.34241542963475213,0.10429427043745017,-0.3179405174668819,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0793934241229814,1.0793934241229814,optimal,4.539004294201732e-06,False,0.02,0,False
176,3.52,2.109999999999999,1.5,1.540000000000001,0.6536567509426945,0.3434506130897139,0.09987530297096789,-0.31815005788883066,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0802894907546257,1.0802894907546257,optimal,4.565998096950352e-06,False,0.02,0,False
177,3.54,2.1199999999999988,1.5,1.5300000000000011,0.6610945440150199,0.3444857965446757,0.09545633550448548,-0.3183595983107794,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0811855573862699,1.0811855573862699,optimal,4.601999535225332e-06,False,0.02,0,False
178,3.56,2.1299999999999986,1.5,1.5200000000000014,0.6643026831606176,0.3454459904222133,0.09111786850850305,-0.3187695176915477,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0818969055208913,1.0818969055208913,optimal,4.577996151056141e-06,False,0.02,0,False
179,3.58,2.1399999999999983,1.5,1.5100000000000016,0.6593648221510318,0.3462617599284153,0.08693443945570593,-0.31956535210411674,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0822524995130989,1.0822524995130989,optimal,4.72600368084386e-06,False,0.02,0,False
180,3.6,2.149999999999998,1.5,1.5000000000000018,0.6544269611414458,0.34707752943461734,0.08275101040290869,-0.3203611865166859,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,1.0826080935053064,1.0826080935053064,optimal,4.816996806766838e-06,False,0.02,0,False
181,3.62,2.159999999999998,1.5,1.490000000000002,0.6494891001318599,0.34789329894081944,0.07856758135011145,-0.3211570209292549,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0829636874975141,1.0829636874975141,optimal,4.597997758537531e-06,False,0.02,0,False
182,3.64,2.1699999999999977,1.5,1.4800000000000022,0.6445512391222741,0.34870906844702143,0.07438415229731435,-0.32195285534182394,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,1.0833192814897217,1.0833192814897217,optimal,4.651003109756857e-06,False,0.02,0,False
183,3.66,2.1799999999999975,1.5,1.4700000000000024,0.6395266154123884,0.3494679653253839,0.0703014550567511,-0.3228925185500394,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0835546235045272,1.0835546235045272,optimal,4.7339999582618475e-06,False,0.02,0,False
184,3.68,2.1899999999999973,1.5,1.4600000000000026,0.6342771974335442,0.3500795103952522,0.06647974478424894,-0.32420482909243026,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,1.083478403577881,1.083478403577881,optimal,4.583002009894699e-06,False,0.02,0,False
185,3.7,2.199999999999997,1.5,1.4500000000000028,0.6290277794547,0.3506910554651206,0.06265803451174679,-0.3255171396348211,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,1.083402183651235,1.083402183651235,optimal,4.679000994656235e-06,False,0.02,0,False
186,3.72,2.209999999999997,1.5,1.440000000000003,0.623778361475856,0.35130260053498896,0.058836324239244765,-0.3268294501772119,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0833259637245893,1.0833259637245893,optimal,4.80699964100495e-06,False,0.02,0,False
187,3.74,2.2199999999999966,1.5,1.4300000000000033,0.6185289434970118,0.35191414560485734,0.05501461396674262,-0.32814176071960277,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0832497437979434,1.0832497437979434,optimal,4.55799454357475e-06,False,0.02,0,False
188,3.7600000000000002,2.2299999999999964,1.5,1.4200000000000035,0.6134134503171385,0.3524863573661111,0.0512964704874285,-0.32954512159422006,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,1.0831073073420474,1.0831073073420474,optimal,4.57100395578891e-06,False,0.02,0,False
189,3.7800000000000002,2.239999999999996,1.5,1.4100000000000037,0.6087863887570427,0.35291511823712307,0.047956041195036325,-0.33128054838637,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0827233753088874,1.0827233753088874,optimal,4.639994585886598e-06,False,0.02,0,False
190,3.8000000000000003,2.249999999999996,1.5,1.400000000000004,0.6041593271969469,0.3533438791081351,0.044615611902644035,-0.33301597517851994,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0823394432757272,1.0823394432757272,optimal,4.6050045057199895e-06,False,0.02,0,False
191,3.8200000000000003,2.259999999999996,1.5,1.3900000000000041,0.5995322656368509,0.35377263997914704,0.04127518261025174,-0.3347514019706699,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.081955511242567,1.081955511242567,optimal,4.478999471757561e-06,False,0.02,0,False
192,3.84,2.2699999999999956,1.5,1.3800000000000043,0.5949052040767551,0.35420140085015894,0.03793475331785956,-0.33648682876281977,0.49999999999999994,0.0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0,1.0815715792094065,1.0815715792094065,optimal,4.5890046749264e-06,False,0.02,0,False
193,3.86,2.2799999999999954,1.5,1.3700000000000045,0.5903461970720291,0.3546065434241747,0.034683915718838935,-0.33826790138900376,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0811615881319434,1.0811615881319434,optimal,4.5720007619820535e-06,False,0.02,0,False
194,3.88,2.289999999999995,1.5,1.3600000000000048,0.5861671613347864,0.35487981717329453,0.03193329840781189,-0.34030382992187835,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0806061007237895,1.0806061007237895,optimal,4.642999556381255e-06,False,0.02,0,False
195,3.9,2.299999999999995,1.5,1.350000000000005,0.581988125597544,0.35515309092241426,0.029182681096784933,-0.3423397584547529,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0800506133156351,1.0800506133156351,optimal,4.5769993448629975e-06,False,0.02,0,False
196,3.92,2.3099999999999947,1.5,1.3400000000000052,0.5778090898603012,0.3554263646715341,0.026432063785757888,-0.3443756869876275,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0794951259074812,1.0794951259074812,optimal,4.617999366018921e-06,False,0.02,0,False
